FoodGroup;ProductGroep;Name;Naam;Code
Bread;Brood;Bread white w sugar Suikerbrood;Brood suiker- wit;2355
Bread;Brood;Bread white w sunflower seeds;Brood wit- m zonnebloempitten;2358
Bread;Brood;Bread white water based;Brood wit- water;248
Bread;Brood;Bread wholemeal average;Brood volkoren- gem v fijn en grof;246
Bread;Brood;Bread wholemeal fine;Brood volkoren- fijn;2811
Bread;Brood;Bread wholemeal w nuts;Brood noten- volkoren;2354
Bread;Brood;Bread wholemeal w pumpkin seeds;Brood volkoren- m pompoenpitten;2348
Bread;Brood;Bread wholemeal w seeds;Brood volkoren- m diverse zaden;2703
Bread;Brood;Bread wholemeal w sunflower seeds;Brood volkoren- m zonnebloempitten;2357
Bread;Brood;Bread wholemeal w wheat kernels;Brood volkoren- grof;2782
Bread;Brood;Breadsticks;Soepstengel;2369
Bread;Brood;Bun currant/raisin;Bol krenten-;2803
Bread;Brood;Bun wholemeal w muesli;Bol muesli- meel/volkorenmeel;2804
Bread;Brood;Cracker VitaLU w added calcium;Cracker VitaLU m calcium;2916
Bread;Brood;Crackers cream;Cracker cream-;228
Bread;Brood;Crackers cream low sodium;Cracker cream- Na-;1016
Bread;Brood;Crackers gluten free Glutafin;Cracker glutenvrij Glutafin;1352
Bread;Brood;Crackers matzes;Cracker tea- matses;238
Bread;Brood;Crackers rich in fibre gluten free;Cracker vezelrijk glutenvrij Glutafin;2273
Bread;Brood;Crackers VitaLU;Cracker VitaLU;2229
Bread;Brood;Crispbakes Dutch;Beschuit;227
Bread;Brood;Crispbakes Dutch low sodium;Beschuit Na-;1022
Bread;Brood;Crispbakes Dutch wholemeal;Beschuit volkoren;655
Bread;Brood;Crispbread averaged;Knackebrod gem;229
Bread;Brood;Crispbread Cracottes;Cracottes naturel;1312
Bread;Brood;Crispbread Cracottes Vital;Cracottes Vital;2230
Bread;Brood;Crispbread gold-brown;Knackebrod goudbruin;596
Bread;Brood;Crispbread high fibre;Knackebrod vezelrijk;1253
Bread;Brood;Crispbread light;Knackebrod lichtgewicht;976
Bread;Brood;Crispbread sandwich Wasa;Knackebrod sandwich Wasa;1802
Bread;Brood;Crispbread sesame;Knackebrod sesam;975
Bread;Brood;Crispbread wholemeal;Knackebrod volkoren;1779
Bread;Brood;Crispbread wholemeal Cracottes;Cracottes volkoren;1322
Bread;Brood;Croissant average;Croissant gem;2818
Bread;Brood;Croissant prepared w butter;Croissant roomboter-;2801
Bread;Brood;Croissant prepared wo butter;Croissant z roomboter;2802
Bread;Brood;Croissants;Croissants uit blik afgebakken;878
Bread;Brood;Croutons;Croutons;2528
Bread;Brood;Dough for pizza and savoury pie;Brooddeeg (bodem voor pizza/hartige taart);1914
Bread;Brood;Roll brown hard;Broodje tarwe- hard;2796
Bread;Brood;Roll brown soft;Broodje tarwe- zacht;2797
Bread;Brood;Roll multigrain hard;Broodje meergranen- hard;2799
Bread;Brood;Roll multigrain soft;Broodje meergranen- zacht;2800
Bread;Brood;Roll white hard;Broodje wit hard;2795
Bread;Brood;Roll white soft;Broodje wit zacht;230
Bread;Brood;Roll wholemeal soft;Broodje volkoren- zacht;2798
Bread;Brood;Stollen w almond/imitat paste average;Stol m spijs gem m en z noten;2817
Bread;Brood;Stollen w almond/imitat paste w nuts;Stol m spijs m noten;2792
Bread;Brood;Stollen w almond/imitat paste wo nuts;Stol m spijs z noten;2791
Bread;Brood;Toast;Brood geroosterd toast;565
Bread;Brood;Toast Melba natural;Toast Melba naturel;2937
Bread;Brood;Toast Melba other varieties;Toast Melba overige soorten;2938
Miscellaneous foods;Diversen;Almond paste with egg;Amandelspijs m ei;790
Miscellaneous foods;Diversen;Almond/imitation paste average;Spijs gem;2807
Miscellaneous foods;Diversen;Cocoa powder;Cacaopoeder;430
Miscellaneous foods;Diversen;Cocoa powder sweetened Benco;Cacaopoeder gezoet Benco;535
Miscellaneous foods;Diversen;Cocoa powder sweetened Nesquik plus;Cacaopoeder gezoet Nesquik plus;2535
Miscellaneous foods;Diversen;Cocoa product powder Ovomaltine;Cacaoproduct poeder Ovomaltine;595
Miscellaneous foods;Diversen;Coconut creamed block Santen;Santen kokoscreme vast;809
Miscellaneous foods;Diversen;Coconut meat fresh;Kokosnootvlees;202
Miscellaneous foods;Diversen;Coconut milk;Kokosmelk;2290
Miscellaneous foods;Diversen;Porridge barley with raisins Bessola;Watergruwel Bessola;605
Miscellaneous foods;Diversen;Salt fortified with iodine;Zout met toegevoegd jodium;841
Miscellaneous foods;Diversen;Salt low sodium LoSalt;Zout mineraal- Na- LoSalt;1212
Miscellaneous foods;Diversen;Salt not fortified with iodine;Zout zonder toegevoegd jodium;2819
Miscellaneous foods;Diversen;Salt sea;Zout zee-;2953
Miscellaneous foods;Diversen;Seaweed agar agar dried;Zeewier agar agar gedroogd;1898
Miscellaneous foods;Diversen;Seaweed kelp raw;Zeewier kelp rauw;1897
Miscellaneous foods;Diversen;Vegetable paste Tartex;Pasta plantaardig Tartex;1094
Miscellaneous foods;Diversen;Vinegar;Azijn;2615
Miscellaneous foods;Diversen;Yeast dried;Gist gedroogd;1025
Miscellaneous foods;Diversen;Yeast extract Marmite;Gistextract Marmite;441
Miscellaneous foods;Diversen;Yeast fresh;Gist vers;950
Eggs;Eieren;Egg chicken free-range boiled;Ei kippen- scharrel gekookt;2770
Eggs;Eieren;Egg chicken free-range raw;Ei kippen- scharrel rauw;2769
Eggs;Eieren;Egg chicken maize boiled;Ei kippen- mais gekookt;2774
Eggs;Eieren;Egg chicken maize raw;Ei kippen- mais rauw;2773
Eggs;Eieren;Egg organic chicken boiled;Ei kippen- biologisch gekookt;2772
Eggs;Eieren;Egg organic chicken raw;Ei kippen- biologisch rauw;2771
Eggs;Eieren;Egg powder chicken;Eipoeder kippen- gedroogd;87
Eggs;Eieren;Egg yolk chicken boiled;Eidooier kippen- gekookt;86
Eggs;Eieren;Eggs chicken boiled average;Ei kippen- gekookt gem;84
Eggs;Eieren;Eggs chicken fried in margarine;Ei kippen- gebakken;1314
Eggs;Eieren;Eggs chicken white raw;Eiwit kippenei rauw;358
Eggs;Eieren;Eggs chicken whole raw average;Ei kippen- rauw gem;83
Eggs;Eieren;Eggs chicken yolk raw;Eidooier kippen- rauw;85
Fruits;Fruit;Abricots dried and soaked;Abrikozen gedroogde geweekt;2685
Fruits;Fruit;Apple dried soaked in water;Appeltjes gedroogd geweekt;2954
Fruits;Fruit;Apple Elstar with skin;Appel Elstar m schil;2751
Fruits;Fruit;Apple Elstar without skin;Appel Elstar z schil;2752
Fruits;Fruit;Apple Jonagold with skin;Appel Jonagold m schil;2753
Fruits;Fruit;Apple Jonagold without skin;Appel Jonagold z schil;2754
Fruits;Fruit;Apple sauce tinned;Appelmoes blik/glas;179
Fruits;Fruit;Apple sauce wo sugar tinned;Appelmoes z suiker blik/glas;1182
Fruits;Fruit;Apple with skin average;Appel m schil gem;875
Fruits;Fruit;Apple without skin average;Appel z schil gem;147
Fruits;Fruit;Apples dried;Appeltjes gedroogd;178
Fruits;Fruit;Apricots dried;Abrikozen gedroogd;175
Fruits;Fruit;Apricots in syrup tinned;Abrikozen op siroop blik/glas;176
Fruits;Fruit;Apricots with skin;Abrikozen m schil;149
Fruits;Fruit;Avocado;Avocado;689
Fruits;Fruit;Banana;Banaan;151
Fruits;Fruit;Bilberries;Bessen bos-;155
Fruits;Fruit;Billberries in syrup tinned;Bessen bos- op siroop blik/glas;180
Fruits;Fruit;Blackberries;Bramen;157
Fruits;Fruit;Blackcurrants;Bessen zwarte;154
Fruits;Fruit;Blueberries;Bessen blauwe;152
Fruits;Fruit;Carambola;Carambola;1888
Fruits;Fruit;Cherries;Kersen;163
Fruits;Fruit;Cherries in syrup tinned;Kersen op siroop blik/glas;184
Fruits;Fruit;Cherries morello;Morellen;167
Fruits;Fruit;Cowberries;Bessen vossen-;156
Fruits;Fruit;Cranberries;Cranberries;159
Fruits;Fruit;Currants dried;Krenten gedroogd pak;185
Fruits;Fruit;Dates candied;Dadels gekonfijt;181
Fruits;Fruit;Dates fresh;Dadels vers;1887
Fruits;Fruit;Figs dried;Vijgen gedroogd;193
Fruits;Fruit;Figs fresh;Vijgen vers;1010
Fruits;Fruit;Flan filling tinned;Vlaaivulling blik;749
Fruits;Fruit;Fruit cocktail in syrup tinned;Fruitcocktail op siroop blik/glas;183
Fruits;Fruit;Fruit fresh average excluding citrus;Fruit vers excl citrus- gem;173
Fruits;Fruit;Fruit fresh average including citrus;Fruit vers incl citrus- gem;1906
Fruits;Fruit;Fruit fresh citrus average;Fruit vers citrus- gem;172
Fruits;Fruit;Fruit in own juice tinned;Vruchten op eigen sap blik/glas;1242
Fruits;Fruit;Fruit in syrup tinned;Vruchten op siroop gem blik/glas;194
Fruits;Fruit;Fruit in water tinned;Vruchten op water blik/glas;1244
Fruits;Fruit;Fruit mixed dried;Tuttifrutti gedroogd;192
Fruits;Fruit;Fruit mixed dried soaked in water;Tuttifrutti gedroogd geweekt;2957
Fruits;Fruit;Ginger stem in syrup tinned;Gember op siroop blik/glas;440
Fruits;Fruit;Gooseberries;Bessen kruis-;164
Fruits;Fruit;Grapefruit;Grapefruit;162
Fruits;Fruit;Grapefruit in syrup canned;Grapefruit op siroop blik/glas;848
Fruits;Fruit;Grapes black with skin;Druiven blauwe m schil;2749
Fruits;Fruit;Grapes white with skin;Druiven witte m schil;2750
Fruits;Fruit;Grapes with skin average;Druiven m schil gem;160
Fruits;Fruit;Guava;Guave;690
Fruits;Fruit;Infant food fruit 12 months;Babyvoeding fruit 12 mnd;1764
Fruits;Fruit;Infant food fruit 4 months;Babyvoeding fruit 4 mnd;1280
Fruits;Fruit;Infant food fruit 6 months;Babyvoeding fruit 6 mnd;2056
Fruits;Fruit;Infant food fruit 8 months;Babyvoeding fruit 8 mnd;195
Fruits;Fruit;Juice lemon;Sap citroen- vers;1127
Fruits;Fruit;Kaki / Sharon fruit;Kaki / Sharonvrucht;1057
Fruits;Fruit;Kiwi fruit;Kiwi;1056
Fruits;Fruit;Kumquat;Kumquat;1099
Fruits;Fruit;Lemon;Citroen;158
Fruits;Fruit;Lime;Limoen;691
Fruits;Fruit;Lychees;Lychee;1090
Fruits;Fruit;Manderins;Mandarijn;165
Fruits;Fruit;Mango;Mango;692
Fruits;Fruit;Melon honeydew;Meloen suiker-;1106
Fruits;Fruit;Melon in syrup canned;Meloen op siroop blik/glas;1116
Fruits;Fruit;Melon netted;Meloen net-;166
Fruits;Fruit;Melon water;Meloen water-;1105
Fruits;Fruit;Nectarine;Nectarine;1812
Fruits;Fruit;Olives tinned/glass;Olijven blik/glas;137
Fruits;Fruit;Orange;Sinaasappel;171
Fruits;Fruit;Papaya;Papaja;693
Fruits;Fruit;Passion fruit;Passievrucht;1074
Fruits;Fruit;Peach without skin;Perzik z schil;169
Fruits;Fruit;Peaches in syrup tinned;Perziken op siroop blik/glas;189
Fruits;Fruit;Pear dried;Peren gedroogd;187
Fruits;Fruit;Pear dried soaked in water;Peren gedroogd geweekt;2955
Fruits;Fruit;Pear with skin;Peer m schil;2748
Fruits;Fruit;Pear without skin;Peer z schil;168
Fruits;Fruit;Pears in syrup tinned;Peren op siroop blik/glas;188
Fruits;Fruit;Pineapple;Ananas;150
Fruits;Fruit;Pineapple in syrup tinned;Ananas op siroop blik/glas;177
Fruits;Fruit;Plums in syrup tinned;Pruimen op siroop blik/glas;191
Fruits;Fruit;Plums with skin;Pruimen m schil;170
Fruits;Fruit;Pomegranate;Granaatappel;1007
Fruits;Fruit;Prunes dried;Pruimen gedroogd;190
Fruits;Fruit;Prunes dried soaked in water;Pruimen gedroogd geweekt;2956
Fruits;Fruit;Raisins dried;Rozijnen gedroogd;33
Fruits;Fruit;Raisins soaked in water;Rozijnen geweekt;2379
Fruits;Fruit;Raspberries;Frambozen;161
Fruits;Fruit;Raspberries in syrup tinned;Frambozen op siroop blik/glas;182
Fruits;Fruit;Raspberry/red currant puree tinned;Puree frambozen-bessen- blik/glas;1217
Fruits;Fruit;Redcurrant;Bessen rode;153
Fruits;Fruit;Strawberries;Aardbeien;148
Fruits;Fruit;Strawberries in syrup tinned;Aardbeien op siroop blik/glas;174
Fruits;Fruit;Strawberry puree tinned;Puree aardbeien- blik/glas;1117
Fruits;Fruit;Syrup from tinned fruit;Vocht van vruchtenconserven blik/glas;1467
Fruits;Fruit;Tangerines in syrup tinned;Mandarijnen op siroop blik/glas;186
Pastry and biscuits;Gebak en koek;Almond filled pastr;Broodje amandel-;250
Pastry and biscuits;Gebak en koek;Almond paste filled tarts average;Koek gevulde gem;257
Pastry and biscuits;Gebak en koek;Almond paste filled tarts w butter;Koek gevulde m roomboter;2761
Pastry and biscuits;Gebak en koek;Almond paste filled tarts wo butter;Koek gevulde z roomboter;2762
Pastry and biscuits;Gebak en koek;Appel pie Dutch w shortbread w butter;Taart appel- van zandtaartdeeg m roomboter;2622
Pastry and biscuits;Gebak en koek;Appel strudel;Appelcarre;833
Pastry and biscuits;Gebak en koek;Apple pie Dutch w shortbread w marg;Taart appel- van zandtaartdeeg z roomboter;251
Pastry and biscuits;Gebak en koek;Apple turnover;Appelflap;2560
Pastry and biscuits;Gebak en koek;Baklava nut-honey cake;Baklava;1365
Pastry and biscuits;Gebak en koek;Berliner pastr;Berliner bol;1470
Pastry and biscuits;Gebak en koek;Biscuit baby/toddler Nijntje;Biscuit baby- en dreumes- Nijntje;2221
Pastry and biscuits;Gebak en koek;Biscuit brown/wholemeal;Biscuit tarwe-/volkoren-;263
Pastry and biscuits;Gebak en koek;Biscuit Cafe noir;Cafe noir;2162
Pastry and biscuits;Gebak en koek;Biscuit children's average;Koekje kinder- gem;2406
Pastry and biscuits;Gebak en koek;Biscuit children's Bambix startkoekjes;Koekjes start- Bambix;1765
Pastry and biscuits;Gebak en koek;Biscuit chocolate;Biscuit chocolade-;1471
Pastry and biscuits;Gebak en koek;Biscuit chocolate coated Chocoprins;Prince Chocoprince;480
Pastry and biscuits;Gebak en koek;Biscuit digestive w chocolate;Biscuit tarwe- m chocolade;2775
Pastry and biscuits;Gebak en koek;Biscuit Dutch Amaretti Bitterkoekjes;Koekje bitter-;2696
Pastry and biscuits;Gebak en koek;Biscuit Dutch Frou frou;Frou frou;2699
Pastry and biscuits;Gebak en koek;Biscuit Dutch shortbread spritsstukken;Spritsstukken;262
Pastry and biscuits;Gebak en koek;Biscuit Dutch shortbread w chocolate;Spritsstukken m chocolade;2409
Pastry and biscuits;Gebak en koek;Biscuit filled Prince;Prince gevulde biscuit;2227
Pastry and biscuits;Gebak en koek;Biscuit fort Liga Derde Stap Wholemeal;Voedingsbiscuit Liga Derde Stap Meergranen;235
Pastry and biscuits;Gebak en koek;Biscuit fortifd w currants LigaEvergreen;Voedingsbiscuit Liga Evergreen krenten;873
Pastry and biscuits;Gebak en koek;Biscuit fortified Fruitkick Extra;Voedingsbiscuit Liga Fruitkick Extra;2225
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Continue vit/min;Voedingsbiscuit Liga Continue vit en min;2226
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Derde Stap Ca;Voedingsbiscuit Liga Derde Stap Calcium;1967
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Eerste Stap;Voedingsbiscuit Liga Eerste Stap;1318
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Evergr assortment;Voedingsbiscuit Liga Evergreen ov smaken;1356
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Fruitkick;Voedingsbiscuit Liga FruitKick;1321
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Milkbreak;Voedingsbiscuit Liga Milkbreak;1965
Pastry and biscuits;Gebak en koek;Biscuit fortified Liga Tweede Stap;Voedingsbiscuit Liga Tweede Stap;234
Pastry and biscuits;Gebak en koek;Biscuit fortified LU Time Out;Voedingsbiscuit LU Time Out;2556
Pastry and biscuits;Gebak en koek;Biscuit fruit;Biscuit fruit-;2232
Pastry and biscuits;Gebak en koek;Biscuit gluten free Glutafin;Biscuit glutenvrij Glutafin;1353
Pastry and biscuits;Gebak en koek;Biscuit Jaffa cakes/Cake PiM's;Koekje PiM's sinaasappel;1480
Pastry and biscuits;Gebak en koek;Biscuit muesli;Koek muesli-;636
Pastry and biscuits;Gebak en koek;Biscuit oatmeal;Koek haver-;837
Pastry and biscuits;Gebak en koek;Biscuit peanut;Koek pinda-;2583
Pastry and biscuits;Gebak en koek;Biscuit shortbread Bastogne;Koek Bastogne;481
Pastry and biscuits;Gebak en koek;Biscuit spiced kruidnoten w chocolate;Kruidnoten m chocolade gem;2952
Pastry and biscuits;Gebak en koek;Biscuit spiced Speculaas;Speculaas gem;261
Pastry and biscuits;Gebak en koek;Biscuit spiced Speculaas w almnd paste;Speculaas gevulde;855
Pastry and biscuits;Gebak en koek;Biscuit spiced Speculaas w butter;Speculaas m roomboter;2763
Pastry and biscuits;Gebak en koek;Biscuit spiced Speculaas wo butter;Speculaas z roomboter;2764
Pastry and biscuits;Gebak en koek;Biscuit sponge fingers;Lange vingers;260
Pastry and biscuits;Gebak en koek;Biscuit sweet;Biscuit;252
Pastry and biscuits;Gebak en koek;Biscuit w dried fruit & yoghurt Yofruit;Biscuit Sultana Yofruit;2700
Pastry and biscuits;Gebak en koek;Biscuit with chocolate layer Scholiertje;Koekje Scholiertje;2228
Pastry and biscuits;Gebak en koek;Biscuits assorted with butter;Koekje roomboter- gem;1972
Pastry and biscuits;Gebak en koek;Biscuits averaged;Koekje gem;258
Pastry and biscuits;Gebak en koek;Biscuits children's Bambix beestenkoekje;Koekjes beesten- Bambix;1767
Pastry and biscuits;Gebak en koek;Biscuits children's Bambix dierenkoekjes;Koekjes dieren- Bambix;1339
Pastry and biscuits;Gebak en koek;Biscuits Dutch krakeling;Krakeling;635
Pastry and biscuits;Gebak en koek;Biscuits sugar free;Koekje suikervrij;1477
Pastry and biscuits;Gebak en koek;Brownies with nuts;Brownies met noten;2190
Pastry and biscuits;Gebak en koek;Bun with vanilla custard;Broodje pudding-;1945
Pastry and biscuits;Gebak en koek;Cake butter Dutch Boterkoek;Koek boter-;789
Pastry and biscuits;Gebak en koek;Cake chocolate made w butter;Cake chocolade- m roomboter;2832
Pastry and biscuits;Gebak en koek;Cake chocolate made wo butter;Cake chocolade- z roomboter;2698
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Kapitein Koek;Ontbijtkoekreep Kapitein Koek;2224
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek;Koek ontbijt-;240
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek less sugar;Koek ontbijt- minder suiker;2329
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek w ginger;Koek ontbijt- gember;1460
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek w nuts;Koek ontbijt- m noten;2397
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek w raisin;Koek ontbijt- m rozijnen;2233
Pastry and biscuits;Gebak en koek;Cake Dutch spiced Ontbijtkoek wholemeal;Koek ontbijt- volkoren;925
Pastry and biscuits;Gebak en koek;Cake Dutchspiced Ontbijtkoek w rockcand;yKoek ontbijt- m kandij;2398
Pastry and biscuits;Gebak en koek;Cake made with butter;Cake m roomboter;1969
Pastry and biscuits;Gebak en koek;Cake sponge Dutch Eierkoek;Koek eier-;254
Pastry and biscuits;Gebak en koek;Cake wo butter;Cake z roomboter;253
Pastry and biscuits;Gebak en koek;Cake wrapped in marzipan and chocolate;Mergpijpje;2413
Pastry and biscuits;Gebak en koek;Cassava cake Bojo;Bojo cassavetaart;697
Pastry and biscuits;Gebak en koek;Cereal bar Hero B'tween;Graanreep Hero B'tween;2234
Pastry and biscuits;Gebak en koek;Cereal bar Hero B'tween free;Graanreep Hero B'tween free;2235
Pastry and biscuits;Gebak en koek;Cereal bar Special K Kellogg's;Graanreep Special K Kellogg's;2237
